User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
1368,Michael Nichols,tom53@example.org,tom53,23-Apr-64,Male,Juarezville,5-Feb-24,4-Feb-25,Annual,Mastercard,Manual,Regular,Books,Horror,Smartphone,Medium,3.7,7
1434,Kristen Alvarez,ariel03@example.com,ariel03,2-Oct-36,Male,West Robert,25-Jan-24,24-Jan-25,Monthly,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Smartphone,High,4.2,3
1437,Jennifer James,stephaniepadilla@example.net,stephaniepadilla,28-Aug-55,Male,Wongview,29-Mar-24,29-Mar-25,Annual,Mastercard,Manual,Regular,Books,Drama,Smartphone,Low,3.3,0
1447,Tony Rodriguez,vickieschneider@example.net,vickieschneider,19-Mar-88,Male,Hortonville,1-Jan-24,31-Dec-24,Monthly,Mastercard,Auto-renew,Regular,Books,Drama,Smartphone,Low,3.3,3
1525,Richard Parsons,chadstevens@example.net,chadstevens,29-May-64,Male,South Samantha,4-Jan-24,3-Jan-25,Annual,Mastercard,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,3,2
1624,Denise Shaw,rgibson@example.com,rgibson,18-May-77,Male,Port Colleenborough,27-Feb-24,26-Feb-25,Monthly,Mastercard,Auto-renew,Regular,Books,Documentary,Smartphone,Medium,3.4,3
1694,Jacqueline Baker,ftodd@example.net,ftodd,22-Oct-98,Female,South Joseborough,4-Apr-24,4-Apr-25,Annual,Mastercard,Auto-renew,Regular,Electronics,Action,Smartphone,High,3.2,7
1771,Jennifer Haas,nathan58@example.org,nathan58,1-Aug-02,Female,Mariaburgh,7-Jan-24,6-Jan-25,Monthly,Mastercard,Auto-renew,Regular,Electronics,Romance,Smartphone,High,3.5,9
1810,Jerry Wilson,jeffreyallen@example.org,jeffreyallen,12-Aug-83,Female,Brendafort,21-Jan-24,20-Jan-25,Annual,Mastercard,Auto-renew,Regular,Clothing,Comedy,Smartphone,High,3.7,9
1866,James Clark,ktodd@example.org,ktodd,1-Sep-61,Female,West Bethhaven,18-Feb-24,17-Feb-25,Annual,Mastercard,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,4.6,0
1869,Deborah Cardenas,markrodriguez@example.org,markrodriguez,24-Nov-33,Female,Roachshire,12-Mar-24,12-Mar-25,Annual,Mastercard,Manual,Regular,Clothing,Drama,Smartphone,High,3.6,2
1940,Joshua Garcia,steinjoseph@example.net,steinjoseph,22-Nov-70,Male,Williamfurt,28-Mar-24,28-Mar-25,Annual,Mastercard,Manual,Regular,Books,Comedy,Smartphone,High,3.5,1
1959,Roberto Ware,fbrown@example.net,fbrown,18-Sep-01,Female,South Suzanne,11-Apr-24,11-Apr-25,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Smartphone,Low,4.5,4
1983,Daniel Hale,caroline44@example.com,caroline44,11-Mar-05,Female,Port Paulland,10-Feb-24,9-Feb-25,Monthly,Mastercard,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.4,2
2001,Samantha Dodson,lori73@example.com,lori73,23-May-69,Male,Lawsontown,9-Feb-24,8-Feb-25,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Smartphone,Low,4.1,6
2003,Megan Adams,gibsoneric@example.net,gibsoneric,5-Jan-59,Male,Jenniferhaven,29-Feb-24,28-Feb-25,Monthly,Mastercard,Manual,Regular,Books,Action,Smartphone,Medium,4.2,2
2033,Barry Harrell,zwalker@example.com,zwalker,31-Dec-87,Female,Maryberg,1-Apr-24,1-Apr-25,Annual,Mastercard,Manual,Regular,Clothing,Comedy,Smartphone,High,3.5,2
2043,Justin Chavez,loritucker@example.com,loritucker,13-Dec-34,Male,North Kari,20-Jan-24,19-Jan-25,Monthly,Mastercard,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.8,3
2074,Cindy Griffith,gloriabrennan@example.org,gloriabrennan,26-May-95,Male,Lake Elizabeth,13-Feb-24,12-Feb-25,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smartphone,High,4.5,9
2097,Alec Price,egarcia@example.org,egarcia,28-Jan-50,Female,Valenzuelabury,10-Feb-24,9-Feb-25,Monthly,Mastercard,Manual,Regular,Electronics,Romance,Smartphone,Medium,5,7
2129,Lauren Wallace,rrobinson@example.net,rrobinson,14-Jul-90,Male,Justinhaven,19-Mar-24,19-Mar-25,Annual,Mastercard,Manual,Regular,Clothing,Documentary,Smartphone,High,4.3,10
2153,Matthew Hanson,kwest@example.com,kwest,13-Oct-94,Female,North Claytonburgh,10-Feb-24,9-Feb-25,Annual,Mastercard,Manual,Regular,Books,Action,Smartphone,High,3.1,8
2160,Miss Mary Dunn,edward98@example.org,edward98,10-Apr-37,Female,Joshuastad,25-Mar-24,25-Mar-25,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Smartphone,Medium,4.4,1
2206,Jonathan Dixon,tammymanning@example.net,tammymanning,17-Jun-76,Female,Lake Brittanyhaven,22-Feb-24,21-Feb-25,Monthly,Mastercard,Manual,Regular,Clothing,Action,Smartphone,High,3.5,6
2218,Sydney Williamson,ycollins@example.org,ycollins,9-Feb-71,Male,East Andrew,24-Jan-24,23-Jan-25,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Smartphone,High,4.3,5
2232,Bailey Williams,brendanmedina@example.org,brendanmedina,19-Oct-84,Male,Maryview,1-Apr-24,1-Apr-25,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Smartphone,Low,4.9,6
2236,Taylor Schultz,timothy19@example.com,timothy19,18-Jun-03,Male,Nguyenport,10-Apr-24,10-Apr-25,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Smartphone,Medium,3.6,4
2244,Linda Hayes,chasejohnson@example.com,chasejohnson,20-Jan-52,Female,Karenstad,7-Mar-24,7-Mar-25,Monthly,Mastercard,Manual,Regular,Clothing,Romance,Smartphone,Medium,3.9,1
2252,Susan Wheeler,ayalamario@example.com,ayalamario,21-Mar-93,Female,New Meganberg,15-Mar-24,15-Mar-25,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,Smartphone,Medium,4.7,0
2293,Monica Hill,bridgessteven@example.org,bridgessteven,1-Jan-52,Male,Combstown,2-Feb-24,1-Feb-25,Monthly,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Low,4.4,1
2365,Kimberly Fischer,hcannon@example.org,hcannon,15-Mar-81,Male,Antoniochester,27-Jan-24,26-Jan-25,Monthly,Mastercard,Auto-renew,Regular,Books,Documentary,Smartphone,High,4.3,4
2395,Stephanie Moss,vperez@example.org,vperez,5-Aug-41,Male,New Alejandra,10-Jan-24,9-Jan-25,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Smartphone,Low,3.5,0
2400,Francisco Joyce,morgancooley@example.org,morgancooley,4-May-00,Male,Port Jeffreyville,27-Feb-24,26-Feb-25,Annual,Mastercard,Manual,Regular,Clothing,Sci-Fi,Smartphone,Low,4,6
2471,Richard Dalton,jasonparsons@example.org,jasonparsons,16-Sep-66,Female,Port April,5-Feb-24,4-Feb-25,Annual,Mastercard,Auto-renew,Regular,Electronics,Horror,Smartphone,High,4.4,1
2489,Amanda Gardner,sporter@example.net,sporter,18-May-05,Female,Port Jonathan,7-Mar-24,7-Mar-25,Annual,Mastercard,Auto-renew,Regular,Clothing,Romance,Smartphone,High,4.9,9
70,Kendra Brooks DVM,obray@example.net,obray,29-Jan-37,Male,Garzafort,21-Jan-24,20-Jan-25,Monthly,Amex,Manual,Regular,Clothing,Action,Smartphone,Low,3.2,2
111,Maria Lawrence,foxshelia@example.org,foxshelia,24-Oct-53,Male,Johnton,27-Feb-24,26-Feb-25,Annual,Amex,Manual,Regular,Electronics,Drama,Smartphone,High,3.4,7
200,David Elliott,davismelissa@example.net,davismelissa,27-Dec-36,Female,Lindaside,5-Jan-24,4-Jan-25,Annual,Amex,Auto-renew,Regular,Books,Action,Smartphone,High,4.1,8
201,Vanessa Harris,nicholas23@example.org,nicholas23,3-Feb-82,Female,New Robertborough,12-Mar-24,12-Mar-25,Annual,Amex,Manual,Regular,Clothing,Drama,Smartphone,High,4.4,7
217,Philip Chavez,christopherphillips@example.org,christopherphillips,19-Aug-35,Female,Lake Jose,11-Mar-24,11-Mar-25,Monthly,Amex,Manual,Regular,Clothing,Documentary,Smartphone,Low,4.6,7
252,Christopher Reed,john08@example.com,john08,12-Jan-88,Male,Torrestown,3-Jan-24,2-Jan-25,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,4.8,1
302,Carrie Benton,gsantos@example.net,gsantos,13-Jun-47,Male,Lake Lisamouth,21-Feb-24,20-Feb-25,Monthly,Amex,Manual,Regular,Books,Comedy,Smartphone,High,3.6,9
310,Nancy Turner,henryhannah@example.net,henryhannah,26-May-89,Female,West Lindaville,12-Jan-24,11-Jan-25,Monthly,Amex,Manual,Regular,Electronics,Documentary,Smartphone,Medium,4,3
324,Mr. Kevin Johnson DVM,tinarusso@example.net,tinarusso,19-Mar-61,Male,Hancockburgh,18-Feb-24,17-Feb-25,Monthly,Amex,Manual,Regular,Electronics,Horror,Smartphone,Low,4,9
340,Kerry Johnson,nschneider@example.com,nschneider,10-Jun-61,Female,North Melissachester,27-Jan-24,26-Jan-25,Monthly,Amex,Auto-renew,Regular,Books,Action,Smartphone,Medium,3.8,1
349,Ruben Martinez,williamsariel@example.net,williamsariel,27-Jun-76,Male,Brittanyburgh,21-Mar-24,21-Mar-25,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,Low,4.9,0
410,Carlos Taylor,brandon60@example.net,brandon60,17-Dec-64,Female,Roachville,22-Jan-24,21-Jan-25,Monthly,Amex,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,4.6,6
419,Christina Patterson,ethanhall@example.org,ethanhall,4-Nov-85,Female,Rogersland,16-Mar-24,16-Mar-25,Monthly,Amex,Manual,Regular,Electronics,Comedy,Smartphone,High,3.5,10
442,Debra Davis,laceybrown@example.net,laceybrown,10-Nov-75,Female,Lake Jennifer,5-Apr-24,5-Apr-25,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.9,2
464,Mark Ruiz,igross@example.org,igross,7-Dec-44,Female,Gonzalezshire,21-Jan-24,20-Jan-25,Monthly,Amex,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,High,4.8,3
467,Joseph Payne,jeremy97@example.net,jeremy97,12-Oct-97,Female,Lake Shelley,11-Jan-24,10-Jan-25,Annual,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,High,4.8,6
515,Michael Smith,stephanielopez@example.com,stephanielopez,9-Jun-46,Male,South Christopher,5-Jan-24,4-Jan-25,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Smartphone,Medium,4.2,3
543,Christopher Wilson,yspence@example.com,yspence,9-Mar-70,Male,East Kayla,12-Mar-24,12-Mar-25,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,High,3.5,10
588,Craig Carter,wesleyday@example.net,wesleyday,27-Nov-54,Male,Bensonport,8-Jan-24,7-Jan-25,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,High,4.2,3
630,Mary Robinson,vrobinson@example.net,vrobinson,2-Jul-58,Female,Masseyport,2-Feb-24,1-Feb-25,Monthly,Amex,Manual,Regular,Electronics,Romance,Smartphone,High,3.1,2
675,Bill Marquez,debra16@example.com,debra16,3-Aug-62,Female,South Stephanie,8-Feb-24,7-Feb-25,Monthly,Amex,Manual,Regular,Clothing,Documentary,Smartphone,High,4.8,4
750,Curtis Ray,thomas53@example.net,thomas53,29-Apr-65,Female,Travisport,31-Mar-24,31-Mar-25,Monthly,Amex,Manual,Regular,Books,Drama,Smartphone,Low,4.5,0
752,Curtis Anderson,goldenrachel@example.net,goldenrachel,11-Feb-47,Female,Burkechester,7-Jan-24,6-Jan-25,Monthly,Amex,Manual,Regular,Books,Romance,Smartphone,Medium,4.8,4
767,Roy Yu,kellystuart@example.net,kellystuart,21-Dec-51,Male,East Aaron,29-Jan-24,28-Jan-25,Monthly,Amex,Auto-renew,Regular,Books,Comedy,Smartphone,High,3.8,4
781,Richard Adams,dtaylor@example.org,dtaylor,31-Jul-68,Female,Jordanport,8-Jan-24,7-Jan-25,Monthly,Amex,Auto-renew,Regular,Books,Drama,Smartphone,High,3.9,4
847,Timothy Lane,annanguyen@example.com,annanguyen,4-Aug-36,Male,Johnsonshire,3-Apr-24,3-Apr-25,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Smartphone,High,3.6,7
894,Andrea Graves,lindacrawford@example.com,lindacrawford,16-Jul-93,Male,South Mariastad,25-Feb-24,24-Feb-25,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.5,1
905,William Strong,robersonchristina@example.com,robersonchristina,26-Sep-69,Male,North Judith,5-Feb-24,4-Feb-25,Monthly,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Medium,4,0
918,Robert Phillips,xconrad@example.org,xconrad,3-Dec-79,Female,Port Jennifer,23-Mar-24,23-Mar-25,Annual,Amex,Auto-renew,Regular,Electronics,Documentary,Smartphone,Low,3.9,7
965,Lisa Stafford,joel09@example.org,joel09,16-Sep-90,Male,Morrisonhaven,15-Jan-24,14-Jan-25,Annual,Amex,Auto-renew,Regular,Clothing,Comedy,Smartphone,High,4.2,0
971,Alison Peterson,erica72@example.org,erica72,2-Apr-56,Male,North Andrew,9-Mar-24,9-Mar-25,Annual,Amex,Manual,Regular,Electronics,Romance,Smartphone,Medium,4.2,8
977,Mr. Jeffrey Jones,humphreyanthony@example.org,humphreyanthony,6-Mar-81,Female,Gloriaside,24-Feb-24,23-Feb-25,Monthly,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,Medium,4.7,6
980,Karen Hodges,ebauer@example.org,ebauer,20-May-53,Male,Anthonytown,7-Apr-24,7-Apr-25,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,Low,4.6,1
1033,Michael Webb,taylorjose@example.com,taylorjose,29-Jun-63,Male,South Nancyborough,18-Jan-24,17-Jan-25,Monthly,Amex,Auto-renew,Regular,Clothing,Horror,Smartphone,Medium,4.6,10
1071,John Spencer,megan63@example.org,megan63,1-Jul-51,Female,Mercerbury,12-Mar-24,12-Mar-25,Annual,Amex,Auto-renew,Regular,Clothing,Drama,Smartphone,Low,3.7,6
1138,Kevin Travis,brookemorales@example.net,brookemorales,20-Mar-74,Male,Garciafort,8-Feb-24,7-Feb-25,Monthly,Amex,Manual,Regular,Books,Action,Smartphone,Low,4,6
1149,Doris Wilson,sararoberson@example.org,sararoberson,3-Mar-81,Male,Pittmanbury,22-Mar-24,22-Mar-25,Monthly,Amex,Auto-renew,Regular,Clothing,Documentary,Smartphone,Medium,3.8,10
1217,William Hines,huntdaniel@example.com,huntdaniel,8-Feb-94,Female,Jacquelineshire,3-Jan-24,2-Jan-25,Monthly,Amex,Manual,Regular,Electronics,Comedy,Smartphone,High,4,3
1219,George Jones,flandry@example.org,flandry,2-Aug-36,Male,Arellanomouth,27-Mar-24,27-Mar-25,Monthly,Amex,Auto-renew,Regular,Clothing,Comedy,Smartphone,Low,4.4,8
1246,Whitney Cabrera,awest@example.com,awest,2-Jul-90,Female,Jenniferborough,24-Feb-24,23-Feb-25,Annual,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,Medium,4.8,9
1267,Christine Reed,rebeccahernandez@example.com,rebeccahernandez,10-Oct-97,Male,West Rachelstad,8-Mar-24,8-Mar-25,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Smartphone,Medium,4.1,7
1275,Katelyn Mccarthy,zwashington@example.net,zwashington,16-May-37,Female,North Steven,24-Feb-24,23-Feb-25,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smartphone,Low,3.5,5
1305,Craig Peters,williamsbenjamin@example.net,williamsbenjamin,26-Sep-46,Female,Lake Kim,6-Mar-24,6-Mar-25,Monthly,Amex,Auto-renew,Regular,Books,Drama,Smartphone,Medium,3.5,1
1336,Lindsay Clarke DVM,tina28@example.org,tina28,23-Aug-42,Male,Terrihaven,8-Apr-24,8-Apr-25,Annual,Amex,Manual,Regular,Books,Drama,Smartphone,Low,4.8,8
1406,Christopher Santos,erin14@example.org,erin14,29-Jul-77,Female,East Christy,20-Feb-24,19-Feb-25,Monthly,Amex,Manual,Regular,Books,Romance,Smartphone,Low,3.5,10
1418,Maria Flores,phamrachel@example.com,phamrachel,17-Dec-52,Male,Maynardside,7-Feb-24,6-Feb-25,Annual,Amex,Manual,Regular,Clothing,Romance,Smartphone,Low,3.4,1
1446,Dana Martin,laura88@example.net,laura88,18-Dec-53,Male,Toddburgh,4-Apr-24,4-Apr-25,Annual,Amex,Manual,Regular,Electronics,Documentary,Smartphone,Low,4,8
1451,Gina Harvey,michaelwalker@example.com,michaelwalker,7-Nov-39,Female,Jessicaborough,14-Mar-24,14-Mar-25,Monthly,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,Medium,4,5
1478,Paige Tran,princedorothy@example.org,princedorothy,21-Aug-58,Male,New Jerry,6-Jan-24,5-Jan-25,Annual,Amex,Manual,Regular,Books,Comedy,Smartphone,Medium,3.9,1
1507,Kara Wong,tiffany73@example.com,tiffany73,20-Aug-59,Female,North Jose,19-Feb-24,18-Feb-25,Annual,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,Low,4.3,1
1548,Anthony Carr,thomas61@example.net,thomas61,17-Oct-88,Male,Lake Lauraville,4-Feb-24,3-Feb-25,Annual,Amex,Auto-renew,Regular,Clothing,Horror,Smartphone,Low,3.6,1
1550,Brandon Myers,williamsrobert@example.net,williamsrobert,15-May-41,Female,Briggsfurt,20-Feb-24,19-Feb-25,Monthly,Amex,Manual,Regular,Books,Horror,Smartphone,High,4,9
1555,James Dixon,robertvasquez@example.net,robertvasquez,21-Mar-74,Male,New Wendyside,31-Jan-24,30-Jan-25,Monthly,Amex,Manual,Regular,Clothing,Romance,Smartphone,High,4.5,1
1568,Emily Smith,cruzbrandon@example.net,cruzbrandon,13-Nov-39,Male,Owensberg,9-Mar-24,9-Mar-25,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Smartphone,Low,4.5,7
1580,Debbie Bryant,blozano@example.org,blozano,7-Sep-99,Male,East Melissa,12-Mar-24,12-Mar-25,Annual,Amex,Manual,Regular,Electronics,Romance,Smartphone,High,3.2,3
1587,Heidi Hoffman,cynthia60@example.net,cynthia60,21-Mar-41,Female,Port Nicholas,23-Feb-24,22-Feb-25,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,High,5,4
1595,Lauren Hernandez,craigsimpson@example.com,craigsimpson,22-Apr-35,Female,Turnermouth,7-Feb-24,6-Feb-25,Annual,Amex,Manual,Regular,Electronics,Romance,Smartphone,High,3.3,0
1613,Kayla Wallace,qgomez@example.org,qgomez,16-Oct-51,Male,Cannonshire,10-Jan-24,9-Jan-25,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,Low,4.8,4
1751,Jonathan Scott,tyler48@example.com,tyler48,13-Oct-49,Female,West Anthony,10-Apr-24,10-Apr-25,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,High,3.8,10
1783,Michael Robinson,barajasmichelle@example.net,barajasmichelle,16-Jun-86,Male,Strongchester,10-Jan-24,9-Jan-25,Annual,Amex,Auto-renew,Regular,Clothing,Horror,Smartphone,Low,4.9,6
1796,Christy Martinez,pmcpherson@example.org,pmcpherson,15-Jan-64,Female,Ronaldberg,18-Jan-24,17-Jan-25,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,Medium,4.3,3
1814,Richard Munoz,griffinkimberly@example.net,griffinkimberly,27-Jul-44,Male,East Donna,23-Feb-24,22-Feb-25,Monthly,Amex,Auto-renew,Regular,Books,Drama,Smartphone,Low,3.7,1
1824,John Reed,john80@example.net,john80,1-Sep-42,Male,North Amy,4-Feb-24,3-Feb-25,Monthly,Amex,Manual,Regular,Electronics,Romance,Smartphone,Low,3.7,5
1889,Kaitlyn Harrison,jonesmichael@example.net,jonesmichael,25-Apr-63,Male,Stewartberg,20-Jan-24,19-Jan-25,Annual,Amex,Auto-renew,Regular,Books,Horror,Smartphone,High,4.3,4
1984,Randall Cole,jameslaura@example.org,jameslaura,28-Jun-44,Female,Port Ryanmouth,27-Feb-24,26-Feb-25,Annual,Amex,Auto-renew,Regular,Books,Romance,Smartphone,Medium,4.2,2
2083,Jordan Townsend,christophermiller@example.com,christophermiller,5-Mar-98,Male,Hendersonborough,2-Mar-24,2-Mar-25,Annual,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,5,0
2190,Brent Young,dlane@example.com,dlane,14-Dec-46,Male,North Timchester,8-Apr-24,8-Apr-25,Annual,Amex,Manual,Regular,Electronics,Drama,Smartphone,Low,3,8
2195,Elizabeth Carter,karen42@example.net,karen42,14-Aug-68,Female,Aaronstad,18-Feb-24,17-Feb-25,Annual,Amex,Auto-renew,Regular,Books,Romance,Smartphone,High,4.7,3
2201,Joseph Drake,melindajohnson@example.com,melindajohnson,28-Jul-65,Male,Lake Kimberly,12-Apr-24,12-Apr-25,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,4.6,5
2216,Ralph Norris,cgordon@example.com,cgordon,14-Jan-91,Male,New Jennifer,10-Feb-24,9-Feb-25,Monthly,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,Medium,3,4
2223,Andrew Kim,jmyers@example.net,jmyers,27-Dec-89,Female,Johnsonville,26-Jan-24,25-Jan-25,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,High,3.9,6
2243,James Bryant,sean85@example.net,sean85,3-Dec-99,Female,Port Mary,30-Jan-24,29-Jan-25,Monthly,Amex,Manual,Regular,Electronics,Horror,Smartphone,High,4.9,6
2246,Richard Monroe,joanna12@example.net,joanna12,3-Dec-85,Male,Jenniferburgh,26-Jan-24,25-Jan-25,Annual,Amex,Manual,Regular,Books,Action,Smartphone,Medium,3.7,3
2305,April Smith,heathcandice@example.net,heathcandice,17-Oct-42,Male,New Adrian,2-Feb-24,1-Feb-25,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smartphone,High,4.1,4
2322,Renee Valdez,kathleen08@example.org,kathleen08,1-Apr-00,Male,West Paige,13-Feb-24,12-Feb-25,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,Low,3.4,0
2381,Nancy Burton,michele59@example.com,michele59,31-May-36,Male,South Kristen,1-Jan-24,31-Dec-24,Monthly,Amex,Manual,Regular,Books,Romance,Smartphone,Medium,3.8,2
2382,Sarah Gross,victorperez@example.com,victorperez,15-Oct-91,Male,South Michelle,12-Apr-24,12-Apr-25,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,Medium,4,9
2413,Michael Villegas,freynolds@example.net,freynolds,18-Sep-71,Female,Hunterhaven,6-Feb-24,5-Feb-25,Monthly,Amex,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,3.6,4
2416,Kathleen Oconnor,ubowman@example.net,ubowman,15-Jul-62,Male,Port Ryan,12-Apr-24,12-Apr-25,Annual,Amex,Auto-renew,Regular,Books,Drama,Smartphone,Low,3.5,6
2437,Jon Carson,parsonssamuel@example.net,parsonssamuel,26-Jun-75,Female,West Brian,9-Jan-24,8-Jan-25,Monthly,Amex,Manual,Regular,Electronics,Action,Smartphone,Low,5,2
2493,Darrell Krueger,twatkins@example.net,twatkins,3-Jan-41,Male,New Jason,29-Jan-24,28-Jan-25,Monthly,Amex,Manual,Regular,Books,Action,Smartphone,Low,4.7,6
2,Scott Allen,scott22@example.org,scott22,8-Jul-78,Male,Mcphersonview,7-Jan-24,6-Jan-25,Monthly,Visa,Manual,Regular,Electronics,Horror,Smartphone,Medium,3.8,7
15,Melanie Burns,meyerstacy@example.net,meyerstacy,7-Apr-03,Male,East Janetfurt,23-Feb-24,22-Feb-25,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smartphone,Medium,4.9,10
17,Robert Gonzalez,cday@example.com,cday,2-May-52,Female,Quinnberg,25-Mar-24,25-Mar-25,Annual,Visa,Auto-renew,Regular,Clothing,Romance,Smartphone,Low,3.3,3
73,Diana Dillon,diane28@example.com,diane28,21-Apr-81,Male,South Beverlyton,30-Jan-24,29-Jan-25,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Smartphone,Medium,3.5,4
78,Perry Fry,lucas69@example.com,lucas69,10-Dec-93,Female,Port Jasonville,10-Mar-24,10-Mar-25,Monthly,Visa,Manual,Regular,Clothing,Drama,Smartphone,Low,3.8,10
80,Julie Sanchez,bakerzachary@example.net,bakerzachary,11-Dec-94,Female,Michaelberg,29-Jan-24,28-Jan-25,Annual,Visa,Manual,Regular,Electronics,Comedy,Smartphone,Low,3.4,6
83,Thomas Davis,brendasmith@example.com,brendasmith,1-Dec-38,Female,Carsonhaven,29-Feb-24,28-Feb-25,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,High,3.1,5
173,Heather Holloway,brandymccullough@example.org,brandymccullough,30-Jul-70,Male,Cortezborough,12-Apr-24,12-Apr-25,Monthly,Visa,Manual,Regular,Clothing,Horror,Smartphone,Medium,3.7,5
210,Brian Boyd,keithjones@example.com,keithjones,4-Mar-97,Male,Leviport,21-Mar-24,21-Mar-25,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Low,3.5,9
219,Carolyn Delgado,gmorris@example.org,gmorris,12-Feb-63,Male,Huynhland,22-Jan-24,21-Jan-25,Monthly,Visa,Manual,Regular,Electronics,Documentary,Smartphone,High,4.6,3
233,James Robinson,maureenschneider@example.org,maureenschneider,15-Feb-01,Male,West Sherrishire,3-Feb-24,2-Feb-25,Annual,Visa,Auto-renew,Regular,Books,Action,Smartphone,Low,3.2,0
241,Tiffany Patterson,cordovaanthony@example.org,cordovaanthony,21-Jan-90,Female,Lake Jason,3-Jan-24,2-Jan-25,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,4.5,1
250,Janet Robinson,alane@example.com,alane,4-Mar-36,Male,Garyland,12-Apr-24,12-Apr-25,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smartphone,High,4.6,3
267,Gary Brown,kmaddox@example.net,kmaddox,21-Jun-62,Female,North Kelly,10-Feb-24,9-Feb-25,Annual,Visa,Auto-renew,Regular,Clothing,Documentary,Smartphone,High,4.7,9
272,Denise Wilcox,jamie52@example.net,jamie52,18-Nov-96,Male,Lake Holly,8-Jan-24,7-Jan-25,Monthly,Visa,Manual,Regular,Books,Documentary,Smartphone,High,3.3,6
377,Victor Armstrong,durancolin@example.org,durancolin,24-Jan-63,Female,North Robertahaven,5-Apr-24,5-Apr-25,Monthly,Visa,Manual,Regular,Books,Comedy,Smartphone,High,4.8,7
417,Zachary Mccoy,sanchezerin@example.net,sanchezerin,27-Jan-87,Male,West Emilyborough,5-Feb-24,4-Feb-25,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.4,6
436,Mary Jones,imayer@example.net,imayer,14-Feb-62,Female,New Joseph,6-Feb-24,5-Feb-25,Annual,Visa,Manual,Regular,Clothing,Documentary,Smartphone,Medium,4.8,0
456,Nancy Clark,jameskim@example.com,jameskim,12-Nov-89,Male,East Thomasfort,23-Mar-24,23-Mar-25,Annual,Visa,Manual,Regular,Electronics,Drama,Smartphone,Low,4.3,8
550,Carrie Tucker,rothpamela@example.com,rothpamela,14-Sep-76,Male,Jamesshire,20-Feb-24,19-Feb-25,Monthly,Visa,Manual,Regular,Electronics,Horror,Smartphone,Low,3.3,2
